Date,income,savings,rent,transportation,entertainment,debt_payments,insurance
12/23/2022,$7143.93,$11392.91,$39458.52,$19069.87,$31400.54,$31297.98,$6294.64
2/5/2023,$39052.91,$11126.79,$47579.99,$16931.71,$17188.84,$10038.66,$10779.67
7/6/2023,$31356.21,$30918.75,$38856.78,$13301.32,$14450.59,$1466.04,$16728.92
9/5/2022,$3822.05,$10231.04,$45751.88,$35433.92,$26174.43,$10601.01,$49026.79
12/16/2022,$27986.60,$14078.06,$35060.54,$23758.98,$41488.58,$31127.04,$23174.91
6/24/2023,$25012.57,$47372.39,$22850.56,$20181.94,$27692.21,$15592.22,$3693.97
4/20/2023,$13813.78,$15370.70,$5158.87,$13644.58,$8387.16,$26854.95,$558.83
11/18/2022,$40297.04,$40612.86,$19586.70,$47284.32,$26009.84,$32938.80,$28447.43
5/22/2023,$25582.11,$17159.99,$28802.95,$39218.90,$19481.22,$47976.51,$23185.47
12/15/2022,$47609.20,$1254.11,$6390.68,$33803.42,$13507.55,$22172.84,$11169.26
7/31/2023,$37113.36,$38543.63,$22922.91,$17907.78,$38432.68,$47319.23,$39895.39
8/13/2023,$16044.40,$33373.32,$45357.35,$4120.37,$23361.33,$41564.07,$21251.10
5/5/2023,$8547.63,$9675.63,$20103.20,$47957.76,$21939.10,$47085.37,$9959.14
10/24/2022,$11543.88,$48689.13,$11973.15,$48632.55,$40818.73,$47055.90,$31207.89
3/28/2023,$25596.45,$29447.25,$32707.93,$35018.40,$33540.35,$43657.18,$25135.82
1/4/2023,$16994.48,$40164.52,$5561.57,$17234.47,$12929.65,$7757.24,$38217.13
11/22/2022,$37999.17,$17271.90,$10874.52,$4394.25,$5227.27,$39830.16,$32842.96
7/5/2023,$40696.18,$14292.37,$48000.22,$32751.64,$22052.43,$23492.61,$31033.56
11/7/2022,$43126.66,$731.78,$22743.38,$9448.67,$16814.89,$16955.43,$45587.13
6/23/2023,$49501.87,$34344.63,$10143.61,$284.98,$29289.44,$32754.42,$893.21
9/9/2022,$2041.96,$29264.23,$4171.58,$14548.86,$45906.09,$34714.45,$32865.17
5/19/2023,$8852.18,$20109.90,$28315.12,$14071.57,$27120.54,$26088.11,$14852.17
5/13/2023,$36546.76,$40713.10,$40789.37,$26312.28,$3964.22,$37292.69,$6107.21
11/30/2022,$48759.39,$35112.66,$32428.88,$13851.06,$10229.55,$25610.02,$6503.77
2/17/2023,$36407.53,$19241.01,$10643.02,$42736.38,$36265.79,$49049.75,$34329.02
3/2/2023,$32639.34,$29195.62,$31295.32,$11133.66,$24856.78,$13568.65,$49986.75
3/31/2023,$34856.25,$41619.66,$1989.40,$16652.98,$19637.92,$36718.50,$15328.92
12/2/2022,$42702.64,$8381.37,$34882.11,$49720.31,$24517.90,$43088.64,$24416.38
5/30/2023,$23318.16,$18056.38,$46035.02,$25920.48,$30420.45,$8200.36,$28637.75
12/3/2022,$25267.33,$47094.48,$9372.46,$27479.84,$45153.69,$35735.79,$45581.47
2/9/2023,$31184.90,$29143.47,$6034.04,$34825.86,$2345.19,$30618.88,$36672.91
4/15/2023,$34919.04,$10321.08,$16807.37,$17421.22,$31489.32,$35212.75,$31320.46
6/25/2023,$23392.67,$9118.09,$13874.73,$46086.98,$21366.99,$17116.17,$40283.95
7/7/2023,$37499.49,$4457.97,$46419.47,$6326.70,$16841.01,$43191.57,$30398.29
3/20/2023,$33634.47,$49326.75,$40396.62,$49556.25,$29268.38,$20647.23,$11967.42
12/8/2022,$12145.30,$2607.36,$33483.37,$27801.77,$36346.88,$18531.71,$7884.66
5/4/2023,$48920.03,$18403.92,$20230.76,$2534.38,$38992.98,$21900.80,$43988.18
9/1/2022,$35787.50,$23872.43,$19629.60,$3722.12,$43649.49,$40064.62,$24371.42
11/11/2022,$19023.95,$40336.65,$21383.66,$15074.05,$21802.55,$11291.83,$27294.45
2/1/2023,$25574.35,$44878.15,$30570.39,$8715.05,$23294.83,$40243.71,$4810.61
6/15/2023,$35979.47,$14676.78,$39502.85,$16337.39,$23785.38,$44167.18,$4015.50
12/26/2022,$14103.51,$46921.19,$24832.40,$29821.24,$46218.09,$33706.16,$41303.74
1/21/2023,$9494.23,$5996.29,$36426.85,$35699.24,$13774.84,$5732.77,$5196.88
12/6/2022,$17524.15,$3000.03,$18723.05,$26660.97,$48486.73,$41405.76,$19312.98
1/17/2023,$21901.78,$15936.87,$16444.49,$24723.13,$25121.79,$1379.57,$44950.34
8/16/2022,$44255.21,$23694.59,$49047.23,$32470.26,$28848.74,$25821.09,$19129.43
10/28/2022,$13793.44,$49544.82,$13860.66,$38583.42,$18615.04,$39256.63,$46135.61
12/6/2022,$23970.02,$30879.60,$14379.07,$30523.74,$9991.89,$17008.21,$35833.80
11/25/2022,$49748.11,$46106.44,$45480.77,$24558.04,$5271.03,$4405.57,$19326.66
12/5/2022,$46712.19,$26631.92,$32391.79,$47361.21,$13676.34,$5986.08,$40199.48
10/4/2022,$5118.93,$49452.97,$3917.16,$39515.29,$21289.88,$47018.40,$11443.78
2/7/2023,$34430.00,$38378.99,$19672.67,$46111.25,$46854.38,$11496.12,$45040.63
12/10/2022,$37535.44,$25703.80,$2929.30,$46585.17,$622.57,$10365.85,$40129.57
12/10/2022,$2504.95,$46845.35,$14488.94,$12496.44,$34311.05,$24574.59,$30535.47
1/19/2023,$32038.59,$8152.50,$23291.67,$104.27,$36365.39,$5957.97,$6354.01
8/30/2022,$18915.02,$28689.88,$34105.09,$2147.83,$14882.98,$8779.85,$5384.05
4/10/2023,$42937.14,$19529.50,$2222.05,$28967.46,$20363.46,$3283.46,$25299.48
10/26/2022,$6973.81,$27533.03,$37216.58,$8549.67,$42144.80,$36264.20,$31271.29
2/6/2023,$34592.40,$36886.57,$16552.37,$17884.25,$1896.25,$6837.13,$5123.97
6/28/2023,$7777.14,$3671.33,$11765.29,$4282.64,$7820.92,$39062.97,$37588.05
7/12/2023,$17839.99,$25802.34,$25664.92,$20955.70,$33348.09,$4354.69,$19555.49
2/7/2023,$8306.95,$41531.38,$34189.41,$43130.00,$3292.44,$31563.07,$33540.47
8/2/2023,$4659.18,$15297.18,$17994.08,$45149.18,$30119.38,$47666.63,$30929.66
4/1/2023,$24121.38,$48558.80,$4058.76,$27989.23,$47794.40,$39140.11,$35264.87
7/18/2023,$5241.92,$46642.05,$46714.41,$9068.74,$27303.27,$18453.74,$2647.02
12/25/2022,$42192.57,$7485.64,$37108.50,$21169.58,$16993.79,$4820.21,$41798.96
2/23/2023,$4252.27,$16128.60,$13686.95,$45109.78,$3966.90,$36015.88,$37985.61
10/8/2022,$8521.71,$20143.95,$34112.49,$11685.07,$23920.14,$14610.17,$19737.43
8/7/2023,$18921.11,$17562.68,$44959.30,$3428.79,$10857.89,$43734.05,$20095.18
8/17/2022,$34930.87,$14701.38,$11501.70,$24971.77,$12594.46,$18675.56,$4115.62
4/18/2023,$30725.09,$49089.55,$13155.87,$41470.55,$16738.25,$13554.86,$17011.07
7/24/2023,$38470.40,$5609.12,$13952.29,$10723.34,$34788.62,$38258.44,$38704.06
9/29/2022,$28827.33,$3154.04,$45981.88,$30613.57,$42079.55,$9610.11,$45831.40
1/8/2023,$42908.99,$31364.71,$13419.63,$35410.26,$16993.54,$31704.40,$45171.48
3/25/2023,$4361.81,$29220.55,$18195.81,$27882.59,$8253.06,$20695.20,$37098.06
12/14/2022,$6995.37,$42642.62,$45201.57,$46162.94,$49922.35,$45483.22,$9906.89
2/12/2023,$45308.59,$45803.30,$32732.39,$24019.72,$46960.86,$7468.56,$11289.86
10/5/2022,$9679.14,$11611.41,$17396.83,$32392.21,$27944.57,$22233.06,$32215.78
6/17/2023,$2482.54,$38223.45,$12742.03,$35817.25,$47061.45,$23275.90,$42561.29
10/20/2022,$46136.71,$6478.62,$35984.62,$40084.52,$31544.78,$20118.39,$48661.14
3/3/2023,$17931.46,$21354.93,$26976.07,$15340.33,$16477.77,$33384.64,$17893.15
12/31/2022,$21137.35,$7361.80,$2232.06,$8604.21,$29197.46,$22994.21,$18745.72
2/25/2023,$37756.97,$30673.64,$22267.20,$42795.53,$24085.15,$27742.67,$7750.68
5/12/2023,$34733.70,$16428.71,$5682.42,$40471.01,$37992.21,$11878.23,$44776.19
8/23/2022,$48680.77,$9509.27,$27881.12,$49810.40,$21892.24,$4965.84,$30434.22
8/3/2023,$3789.80,$17002.73,$9699.96,$43264.46,$41254.79,$12970.59,$39142.69
12/7/2022,$25486.58,$38895.04,$31055.79,$36365.61,$30162.45,$2647.35,$3550.16
1/5/2023,$33282.89,$35845.42,$42670.79,$40171.86,$48943.62,$2475.55,$12363.39
10/14/2022,$26705.18,$41501.60,$28764.25,$41284.38,$15386.97,$30234.36,$20236.60
8/24/2022,$25430.40,$15181.31,$5733.53,$11727.27,$41313.06,$29401.23,$1693.80
7/2/2023,$22159.38,$34565.10,$4846.53,$16508.57,$24617.75,$45102.35,$24437.92
4/7/2023,$33775.37,$3212.93,$27337.60,$48206.62,$5169.62,$28619.94,$47909.17
6/13/2023,$15857.95,$7933.07,$12674.04,$11370.08,$27865.32,$25431.36,$4658.35
4/8/2023,$16958.98,$28316.93,$49592.59,$28753.67,$42617.73,$9995.23,$36816.83
12/5/2022,$29650.02,$38017.82,$7854.13,$24729.44,$11211.48,$26060.63,$21310.00
1/3/2023,$44621.89,$37554.14,$45348.01,$18223.65,$18667.53,$42980.92,$17289.39
8/26/2022,$8850.65,$24953.95,$36319.17,$28871.33,$25024.85,$39301.46,$14273.26
4/14/2023,$3560.42,$14264.11,$26746.43,$6646.29,$32766.16,$1382.54,$43438.24
6/12/2023,$35293.45,$39939.28,$31627.21,$2391.42,$5391.12,$16095.55,$25188.17
11/27/2022,$34361.32,$19440.08,$14553.38,$22306.07,$30996.43,$39950.13,$6565.29
5/2/2023,$24276.85,$5681.59,$8871.27,$39020.64,$27226.09,$18819.57,$3031.36
1/23/2023,$22847.44,$2612.53,$4184.43,$8724.94,$10973.01,$19594.04,$6628.53
2/23/2023,$19342.87,$532.31,$21261.79,$27383.27,$48679.12,$3051.20,$32264.89
8/15/2022,$18515.28,$22610.32,$1176.23,$37968.80,$17363.73,$22097.50,$17994.05
6/21/2023,$1446.27,$10491.47,$16798.99,$17950.55,$4115.09,$27424.50,$19592.05
8/25/2022,$2004.45,$6446.88,$832.57,$37203.30,$37376.48,$2695.40,$20176.92
7/7/2023,$36023.53,$31765.21,$17247.78,$45075.95,$38637.79,$38653.69,$49813.22
5/17/2023,$39239.59,$36339.38,$39187.05,$39331.21,$387.51,$42496.85,$13301.24
8/23/2022,$22131.98,$46164.05,$349.35,$16858.71,$30504.71,$25653.54,$24718.45
9/27/2022,$10404.80,$9619.10,$27567.84,$7200.14,$2751.24,$31518.86,$12960.80
1/5/2023,$49336.64,$26770.35,$45227.46,$17860.35,$1334.32,$34622.10,$29139.11
11/3/2022,$45713.20,$37254.48,$28005.12,$12399.21,$22006.55,$42658.81,$14487.63
4/20/2023,$1042.99,$31296.14,$19046.11,$17638.31,$18237.19,$29639.99,$3546.39
8/5/2023,$14147.93,$21048.90,$911.51,$21392.49,$37059.62,$24042.47,$27817.01
10/7/2022,$4257.35,$39557.02,$42828.46,$15967.88,$42271.81,$23160.93,$38698.46
9/13/2022,$28731.67,$20388.05,$17100.28,$41338.68,$8171.51,$26932.41,$11944.84
3/19/2023,$42409.60,$15163.08,$4348.54,$1027.53,$9445.72,$32902.56,$17078.86
5/12/2023,$26596.95,$24213.96,$11801.94,$10854.95,$38954.05,$14587.13,$35878.19
11/24/2022,$1208.30,$34857.79,$14028.04,$27637.87,$46032.56,$47322.53,$30853.45
10/6/2022,$2843.94,$3468.01,$34654.38,$18725.36,$19867.29,$45242.54,$13285.65
7/6/2023,$42283.75,$31103.61,$31363.78,$24244.12,$8889.92,$4331.61,$27462.74
2/26/2023,$31492.72,$23273.28,$46638.02,$4805.85,$16430.48,$8132.82,$32.63
6/6/2023,$43086.24,$271.93,$46193.81,$30865.62,$31944.28,$33741.18,$44464.16
8/10/2023,$30094.74,$5133.05,$43312.81,$17629.92,$36331.33,$17505.01,$38940.32
3/19/2023,$36929.14,$28259.66,$25015.31,$34562.53,$27188.22,$29719.85,$23430.57
11/13/2022,$49007.13,$28709.41,$14586.47,$28282.59,$12338.42,$47760.36,$27626.51
8/2/2023,$32980.13,$41581.24,$21649.92,$24031.91,$45858.09,$31272.17,$1549.94
11/27/2022,$18034.59,$43443.81,$26869.75,$30333.06,$9510.26,$36499.62,$39948.11
9/10/2022,$16495.71,$31022.38,$47024.44,$48447.82,$782.63,$3245.57,$15264.95
12/16/2022,$31647.32,$32834.42,$40254.19,$37070.20,$18461.08,$44772.01,$30752.29
6/15/2023,$16043.48,$13533.43,$29989.72,$38469.62,$15935.75,$20803.53,$716.62
7/11/2023,$49409.97,$6758.91,$38981.21,$16037.64,$12640.96,$35244.25,$14622.09
2/10/2023,$42265.93,$8296.83,$7535.75,$28447.35,$18852.02,$13240.88,$26691.16
8/1/2023,$19644.25,$16863.48,$44576.10,$15133.06,$30612.16,$46917.07,$16149.42
5/5/2023,$39145.08,$43426.04,$7557.74,$22955.44,$46589.17,$40960.14,$35624.29
4/27/2023,$38531.20,$16433.62,$18930.54,$40202.74,$28009.16,$31260.13,$4974.49
6/26/2023,$17736.28,$1057.75,$22884.73,$38228.41,$29161.75,$31133.70,$5863.70
12/9/2022,$49735.20,$23507.18,$10984.74,$47017.86,$33340.64,$25000.00,$15602.58
12/12/2022,$31388.38,$27736.35,$35580.45,$36357.29,$35274.63,$20097.30,$6037.58
12/8/2022,$34659.30,$44030.42,$21609.59,$11677.79,$28776.55,$42616.33,$21954.53
6/23/2023,$45684.46,$42361.41,$31780.00,$23343.57,$17609.20,$11335.47,$45309.79
10/8/2022,$41278.99,$24516.34,$13934.81,$24670.18,$14238.66,$43721.01,$7750.54
11/25/2022,$4750.77,$10408.80,$38965.60,$27525.23,$5564.28,$31403.94,$38120.50
7/6/2023,$33499.20,$45288.36,$8910.18,$1732.24,$5965.78,$40732.52,$27502.46
6/2/2023,$48558.64,$16879.58,$2558.08,$1261.04,$47399.64,$39230.48,$32937.09
6/9/2023,$48440.37,$27662.03,$4697.54,$500.22,$13139.22,$45518.18,$39661.86
2/14/2023,$9932.64,$10375.31,$25234.51,$797.00,$4924.37,$1372.68,$5202.02
10/14/2022,$8300.15,$30679.61,$34263.47,$24816.62,$3963.33,$27146.77,$47617.84
9/17/2022,$42919.11,$29942.26,$33015.87,$43558.57,$14440.19,$28057.40,$11304.87
5/11/2023,$22570.25,$38730.43,$9097.41,$38224.14,$45410.21,$11999.13,$40074.55
8/30/2022,$21496.11,$42388.49,$97.83,$28879.32,$23535.06,$38051.21,$43714.63
2/21/2023,$46140.64,$24159.99,$26924.02,$31366.09,$25422.39,$33699.95,$44746.31
6/8/2023,$33596.01,$24933.23,$32116.15,$42573.68,$44998.84,$12891.90,$44579.01
1/26/2023,$34816.52,$33349.09,$41301.75,$25490.81,$16997.58,$9124.27,$4084.96
10/28/2022,$39039.38,$17779.91,$7271.55,$46977.72,$35524.55,$29107.07,$23540.82
4/5/2023,$16958.50,$32477.83,$26768.25,$26358.21,$24684.29,$8102.15,$13449.90
12/14/2022,$49559.63,$1769.58,$47453.64,$9512.77,$4537.52,$39549.89,$25023.85
12/15/2022,$2861.43,$33374.69,$14766.22,$46449.57,$24538.32,$48643.50,$8406.25
8/29/2022,$1021.64,$1592.93,$47302.47,$19670.79,$25952.27,$18027.90,$49186.33
3/13/2023,$35585.20,$24175.17,$39398.65,$35864.75,$18941.42,$48379.11,$35084.97
3/2/2023,$1703.59,$45971.46,$21706.42,$25858.32,$34383.67,$49371.67,$43273.09
7/23/2023,$24783.18,$21183.41,$22137.97,$37453.72,$8276.72,$40712.71,$40446.02
8/9/2023,$6379.07,$18058.98,$14097.24,$12742.67,$25890.07,$32122.88,$21678.46
8/31/2022,$2849.31,$30931.20,$21703.75,$25572.98,$30942.92,$34921.88,$28155.58
9/27/2022,$30557.35,$10222.94,$2542.58,$42877.93,$13746.31,$27028.71,$1186.21
3/1/2023,$8165.57,$48137.91,$17097.23,$6737.68,$5349.41,$29610.97,$3511.12
9/11/2022,$42755.41,$15199.50,$32611.16,$28528.36,$27876.34,$36045.35,$9495.17
10/8/2022,$3328.05,$29619.15,$46615.66,$30452.24,$34331.84,$13887.67,$44947.44
5/26/2023,$20217.58,$45615.19,$7614.51,$22664.43,$48687.02,$18751.93,$40796.45
11/9/2022,$46423.47,$1840.18,$33192.45,$3606.21,$12136.63,$44829.19,$47253.73
6/6/2023,$42140.78,$929.49,$21805.10,$45349.74,$7736.34,$37838.68,$297.50
6/28/2023,$25446.45,$7331.03,$25017.94,$28564.76,$12563.73,$49192.50,$40624.93
3/30/2023,$34959.73,$25014.39,$3645.69,$39584.71,$34066.29,$23750.44,$6152.02
6/24/2023,$1892.24,$18253.85,$38639.82,$46511.69,$27313.27,$40524.44,$5387.13
12/1/2022,$5562.20,$38892.80,$12961.72,$14716.10,$1054.74,$38582.31,$26296.84
6/27/2023,$45578.83,$31678.04,$13333.93,$22546.31,$48683.38,$22310.26,$30937.63
11/14/2022,$3189.52,$26744.53,$30772.55,$42676.82,$26824.90,$7529.97,$9637.78
9/21/2022,$42254.41,$45414.99,$41362.48,$4471.51,$31536.31,$2534.13,$10729.52
6/22/2023,$35300.35,$8295.91,$27414.71,$4602.72,$23496.10,$33049.44,$40578.42
4/3/2023,$39757.37,$21301.41,$26873.96,$42958.50,$45095.65,$32486.41,$29317.61
9/20/2022,$32923.41,$10456.72,$35568.69,$26361.15,$22021.17,$19611.60,$12376.46
8/20/2022,$45299.53,$34853.44,$35547.85,$43548.47,$6054.21,$1590.64,$15884.33
5/26/2023,$2609.32,$23249.47,$48551.05,$1819.33,$373.25,$15840.64,$12739.54
7/1/2023,$42003.06,$39385.04,$34853.13,$28949.63,$3688.69,$36376.58,$12081.34
11/3/2022,$24824.14,$27324.38,$17080.62,$42948.61,$3367.05,$15503.92,$25247.44
8/9/2023,$21508.85,$8497.48,$10201.18,$553.84,$342.67,$7817.38,$5053.40
4/11/2023,$13600.49,$29083.91,$26522.22,$9851.93,$41698.06,$35003.93,$15557.25
11/30/2022,$32780.07,$32291.30,$14198.04,$10074.39,$13141.68,$11639.18,$29672.00
10/25/2022,$45825.29,$21900.68,$28795.77,$46009.10,$28159.30,$27355.62,$8819.04
11/30/2022,$36884.49,$21432.50,$42396.71,$8740.18,$30869.99,$11623.83,$33396.48
11/2/2022,$11413.99,$15030.22,$34798.95,$39720.10,$39453.07,$15876.36,$22193.10
11/12/2022,$23468.52,$35030.54,$34251.53,$45018.11,$11116.60,$1191.22,$2340.27
8/16/2022,$22007.77,$29198.72,$18480.99,$14609.00,$658.10,$32928.91,$47276.80
6/12/2023,$7329.08,$38754.25,$34627.05,$33280.53,$24809.97,$255.23,$16054.29
1/26/2023,$28230.26,$30023.73,$14678.26,$25386.04,$14459.85,$5484.38,$45675.81
11/30/2022,$19974.27,$7531.34,$131.59,$24057.94,$34847.00,$18630.61,$28487.70
11/19/2022,$40270.07,$17332.40,$22857.70,$48248.61,$37001.46,$16884.39,$25800.78
11/5/2022,$37034.50,$3728.43,$24903.88,$31482.27,$23367.23,$3546.92,$38853.47
8/10/2023,$15594.34,$35821.76,$9688.56,$21735.04,$22598.81,$4014.67,$33352.57
7/14/2023,$32057.85,$45563.62,$24980.77,$23273.77,$49899.64,$41439.38,$33866.29
7/26/2023,$36351.64,$8550.07,$12944.20,$45133.33,$40498.04,$8536.01,$22466.72
1/22/2023,$41299.63,$41228.46,$20105.00,$45900.77,$29686.43,$3778.97,$41919.10
2/5/2023,$24570.72,$11653.22,$37123.72,$38744.61,$9996.72,$35061.59,$5517.94
7/13/2023,$48428.08,$37003.00,$8837.70,$6860.67,$37990.02,$16300.74,$33015.58
7/6/2023,$11641.16,$45393.58,$27279.36,$12556.91,$175.39,$8320.93,$5254.53
6/2/2023,$1216.05,$25505.03,$4096.50,$10636.10,$46351.59,$41700.14,$19890.09
8/1/2023,$6618.79,$2709.21,$39182.11,$35373.08,$24644.73,$48768.04,$46557.10
4/12/2023,$126.71,$26144.91,$6913.24,$48062.73,$9467.05,$26667.18,$7963.02
5/27/2023,$23271.71,$21378.50,$29423.93,$48960.63,$45170.90,$42981.27,$46305.58
8/7/2023,$35322.53,$19138.56,$20340.27,$23613.01,$15707.80,$21885.29,$26453.88
12/19/2022,$14939.69,$9435.15,$31955.91,$3788.81,$21509.07,$48535.96,$40794.04
4/3/2023,$45953.15,$20825.16,$25865.58,$16176.74,$41433.35,$13832.89,$47709.04
8/21/2022,$27276.20,$41420.90,$7680.41,$33003.94,$44942.88,$18052.78,$44223.85
10/10/2022,$47425.18,$2682.30,$41872.13,$2671.72,$35220.17,$14613.40,$44671.88
3/30/2023,$24433.25,$40975.95,$28804.44,$34137.69,$17941.08,$25955.37,$31961.05
11/21/2022,$11492.08,$47490.79,$7244.67,$29432.85,$15587.23,$14121.69,$25306.05
2/26/2023,$6080.20,$48907.33,$8647.93,$2624.88,$20366.61,$40487.02,$38981.42
4/7/2023,$22865.13,$41089.86,$22576.09,$30004.95,$34764.65,$4217.15,$10263.22
4/28/2023,$37278.80,$15533.05,$10604.03,$10860.62,$26574.11,$31258.76,$12404.14
4/26/2023,$3732.57,$849.91,$18558.40,$894.46,$25425.92,$46571.30,$16737.42
8/20/2022,$5628.67,$27001.89,$14779.16,$33904.11,$30600.62,$15148.20,$48644.13
1/23/2023,$43149.19,$35091.02,$45553.80,$18897.51,$8010.50,$8813.34,$4556.31
8/17/2022,$35823.75,$25002.88,$19484.53,$34332.89,$45641.96,$23914.77,$27573.88
8/7/2023,$6081.74,$30992.15,$46710.38,$49131.44,$2123.90,$32660.86,$45824.87
4/20/2023,$47008.46,$27598.48,$17088.18,$33323.73,$613.20,$37933.02,$12744.40
11/26/2022,$46609.06,$34687.90,$49141.27,$12658.45,$32409.19,$5828.99,$19777.39
2/9/2023,$30252.00,$43959.58,$48950.40,$5121.33,$47496.89,$25379.14,$14191.45
3/12/2023,$48357.46,$14397.56,$23998.01,$13661.69,$27829.58,$40218.87,$39434.44
11/26/2022,$10769.92,$40008.99,$574.08,$43692.65,$16947.77,$29788.01,$20600.41
10/29/2022,$3608.17,$49309.02,$1630.90,$8744.73,$35165.17,$28672.95,$30854.10
4/18/2023,$47032.82,$13365.87,$24190.94,$42710.65,$23098.86,$45610.58,$12228.31
9/24/2022,$12916.44,$2546.80,$25439.98,$40467.42,$25739.11,$44617.16,$470.52
7/4/2023,$2158.28,$38005.13,$13711.75,$45418.29,$32778.97,$39274.30,$6536.67
1/15/2023,$31608.37,$38106.86,$48101.76,$29020.27,$6977.30,$44051.00,$35203.13
5/19/2023,$9623.85,$41036.67,$26585.11,$38098.97,$9821.07,$41396.56,$17055.88
7/7/2023,$12802.59,$26046.91,$36587.10,$28267.79,$30295.23,$14109.46,$37287.69
7/28/2023,$41371.04,$42490.89,$46040.93,$46430.30,$33829.45,$36353.95,$3704.96
3/22/2023,$29724.02,$37596.62,$25589.45,$9715.52,$31699.13,$23031.14,$38260.63
12/4/2022,$9348.79,$42292.79,$43993.02,$39875.00,$38351.26,$15117.68,$23062.04
6/27/2023,$5255.53,$29920.39,$43333.47,$31928.39,$15529.33,$25287.85,$27880.62
11/27/2022,$18354.52,$44532.99,$13287.24,$42819.50,$36876.88,$9866.93,$34631.31
5/27/2023,$34802.43,$35812.84,$47734.07,$26054.46,$10597.05,$4876.41,$38876.35
1/5/2023,$11199.55,$11375.83,$18675.06,$26081.28,$30126.33,$35413.12,$39053.43
4/5/2023,$29254.79,$34249.74,$26132.82,$10910.93,$39283.19,$30609.80,$14351.09
2/14/2023,$21847.68,$22710.30,$14017.50,$49550.89,$31994.94,$41632.41,$46860.90
10/14/2022,$3687.58,$11808.52,$12795.95,$49344.73,$47602.24,$40555.64,$16959.40
8/22/2022,$16850.43,$1151.70,$47645.42,$593.83,$49387.56,$41227.12,$44816.62
5/18/2023,$42352.24,$16408.97,$32320.51,$35778.71,$11788.77,$12953.70,$41661.99
4/11/2023,$38135.95,$588.33,$762.87,$29474.49,$41662.29,$12227.27,$48963.34
2/12/2023,$26253.19,$6530.91,$17248.32,$37004.20,$23812.99,$32643.46,$18195.43
2/19/2023,$41746.31,$13822.04,$42561.17,$35771.57,$18936.88,$24152.46,$1457.25
5/25/2023,$9230.58,$1228.56,$49085.93,$34287.58,$16415.41,$46957.17,$35156.57
9/3/2022,$20523.10,$30451.57,$46546.72,$474.27,$45385.23,$8729.26,$3427.08
7/14/2023,$37130.14,$26073.05,$20724.35,$6760.64,$9567.40,$2586.74,$30298.08
5/21/2023,$224.54,$11222.26,$9081.26,$33454.84,$6779.45,$23030.01,$33142.16
12/1/2022,$47485.91,$31503.94,$33001.24,$49487.11,$26392.20,$49668.28,$39555.36
5/6/2023,$49858.55,$33583.33,$47874.02,$44720.17,$16510.86,$26584.36,$20371.97
11/15/2022,$45246.26,$4252.60,$36574.25,$25013.34,$7176.61,$2346.27,$29546.49
4/18/2023,$23722.80,$6854.48,$12654.09,$18576.67,$29012.60,$971.04,$20443.56
7/13/2023,$16684.76,$19166.06,$4614.13,$13327.37,$48786.17,$5828.47,$35933.25
10/22/2022,$26557.34,$3546.58,$28531.54,$34554.26,$3239.83,$23443.32,$24399.43
2/14/2023,$40887.69,$5561.33,$26797.49,$33111.10,$26340.97,$41077.82,$17479.51
1/21/2023,$19099.70,$28839.54,$3892.03,$29098.09,$4579.18,$23217.76,$32440.04
12/1/2022,$12067.33,$15822.20,$38614.27,$42586.29,$4279.49,$46825.46,$24277.37
5/26/2023,$5629.86,$11343.90,$36089.88,$34635.96,$25934.21,$45973.96,$10102.98
1/2/2023,$36775.14,$23568.71,$47180.95,$43092.86,$6723.06,$39202.28,$47219.62
4/16/2023,$20980.66,$6887.78,$1374.16,$37761.51,$20966.67,$32342.97,$35054.91
7/30/2023,$40867.07,$1288.13,$38894.05,$15434.33,$29464.39,$7901.54,$40567.60
6/3/2023,$39187.41,$5659.97,$24836.93,$5881.15,$13933.53,$17110.82,$18544.28
10/30/2022,$6110.27,$4863.60,$36857.44,$7560.72,$31423.84,$3817.11,$2567.16
1/20/2023,$12245.47,$28891.53,$1339.52,$35181.43,$890.34,$4020.71,$48193.98
1/9/2023,$45399.55,$13229.57,$40256.97,$21979.43,$41859.28,$32134.61,$47396.24
6/11/2023,$18267.58,$42526.17,$8011.89,$24971.26,$29594.21,$1377.28,$39287.26
1/2/2023,$39764.58,$41993.44,$15512.61,$21280.78,$47417.79,$35407.44,$21961.64
12/7/2022,$8415.57,$29774.71,$21386.84,$44406.70,$40199.46,$5242.02,$7238.27
